RowId	dateSold	productSold	unitsSold	salesChannel	Region	custId	custName	productId	productName	stdCost	stdPrice	Country
464	2012-02-08 00:00:00.000	PURA250	36	Retail	Unknown	23725	Callie Stanley	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
465	2012-02-23 00:00:00.000	PURA250	141	Online	Unknown	23726	Amity Hudson	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
466	2012-03-18 00:00:00.000	PURA100	111	Online	Asia	23727	McKenzie Kirkland	PURA100	Pure Soft Detergent - 100ml	1.5	3	Malaysia
467	2012-02-26 00:00:00.000	PURA100	171	Online	Unknown	23728	Sheila Atkinson	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
468	2012-02-02 00:00:00.000	SUPA105	16	Online	Unknown	23729	Beatrice Malone	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
469	2012-01-22 00:00:00.000	PURA200	144	Retail	Sub-Saharan Africa	23730	Savannah Meyer	PURA200	Pure Soft Detergent - 200ml	2	3.99	Benin
470	2012-01-08 00:00:00.000	PURA100	104	Online	Europe	23731	Aurelia Jennings	PURA100	Pure Soft Detergent - 100ml	1.5	3	Denmark
471	2012-02-22 00:00:00.000	PURA200	196	Online	Europe	23732	Kyra Osborn	PURA200	Pure Soft Detergent - 200ml	2	3.99	Bosnia and Herzegovina
474	2012-02-24 00:00:00.000	PURA500	66	Online	Unknown	23735	Gemma Bradford	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
477	2012-02-03 00:00:00.000	SUPA105	89	Retail	Middle East and North Africa	23738	Burke Frank	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Morocco
478	2012-03-23 00:00:00.000	SUPA103	150	Retail	Sub-Saharan Africa	23739	Portia Stewart	SUPA103	Super Soft - 500ml	3.5	6.99	Mauritania
480	2012-02-07 00:00:00.000	PURA100	178	Retail	Europe	23741	Erich Brewer	PURA100	Pure Soft Detergent - 100ml	1.5	3	Czech Republic
481	2012-01-30 00:00:00.000	SUPA104	193	Retail	Europe	23742	Britanney Knapp	SUPA104	Super Soft - 1 Litre	5	9.99	United Kingdom
482	2012-03-07 00:00:00.000	SUPA103	174	Online	Europe	23743	August Chaney	SUPA103	Super Soft - 500ml	3.5	6.99	Albania
485	2012-02-10 00:00:00.000	PURA200	10	Retail	Sub-Saharan Africa	23746	Dakota Conner	PURA200	Pure Soft Detergent - 200ml	2	3.99	Mauritius 
487	2012-02-10 00:00:00.000	SUPA103	23	Online	Unknown	23748	Jaime Reilly	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
488	2012-03-26 00:00:00.000	PURA250	139	Direct	Australia and Oceania	23749	Britanni Brown	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	New Zealand
489	2012-02-12 00:00:00.000	SUPA103	75	Retail	Asia	23750	Lucy Dawson	SUPA103	Super Soft - 500ml	3.5	6.99	Indonesia
490	2012-02-22 00:00:00.000	SUPA102	166	Retail	Australia and Oceania	23751	Hamilton Willis	SUPA102	Super Soft - 250ml	2.5	4.5	Kiribati
491	2012-01-08 00:00:00.000	PURA100	115	Online	Europe	23752	Celeste Church	PURA100	Pure Soft Detergent - 100ml	1.5	3	Albania
493	2012-03-23 00:00:00.000	PURA250	66	Online	Sub-Saharan Africa	23754	Hermione Rogers	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Burundi
495	2012-01-05 00:00:00.000	SUPA105	92	Online	Central America and the Caribbean	23756	Kaseem Adkins	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Belize
496	2012-02-17 00:00:00.000	PURA100	185	Online	Unknown	23757	Minerva Reynolds	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
498	2012-01-20 00:00:00.000	PURA250	82	Direct	Middle East and North Africa	23759	Raya Guthrie	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Qatar
499	2012-03-15 00:00:00.000	SUPA101	69	Online	Asia	23760	Idola Underwood	SUPA101	Super Soft - Product Sample	0.3	0	Sri Lanka
500	2012-02-18 00:00:00.000	PURA250	198	Online	Unknown	23761	Velma Sanford	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
501	2012-02-26 00:00:00.000	SUPA103	105	Online	Unknown	23762	Hayes Carter	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
504	2012-03-17 00:00:00.000	PURA100	29	Online	Asia	23765	Lunea Fuentes	PURA100	Pure Soft Detergent - 100ml	1.5	3	Kazakhstan
505	2012-02-27 00:00:00.000	SUPA101	75	Online	Sub-Saharan Africa	23766	Lani Fox	SUPA101	Super Soft - Product Sample	0.3	0	Benin
506	2012-02-01 00:00:00.000	PURA250	83	Retail	Middle East and North Africa	23767	Daryl Riddle	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Pakistan
507	2012-01-05 00:00:00.000	SUPA102	168	Retail	Unknown	23768	Hadassah Christian	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
508	2012-03-10 00:00:00.000	PURA500	153	Retail	Sub-Saharan Africa	23769	Cathleen Espinoza	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Mauritania
509	2012-02-03 00:00:00.000	PURA500	109	Online	Unknown	23770	Paloma Vega	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
510	2012-02-29 00:00:00.000	SUPA102	57	Online	Sub-Saharan Africa	23771	Melinda Klein	SUPA102	Super Soft - 250ml	2.5	4.5	Senegal
513	2012-03-07 00:00:00.000	PURA100	170	Online	Central America and the Caribbean	23774	Bert Grant	PURA100	Pure Soft Detergent - 100ml	1.5	3	Panama
514	2012-01-05 00:00:00.000	SUPA103	91	Online	Sub-Saharan Africa	23775	Guinevere Rosales	SUPA103	Super Soft - 500ml	3.5	6.99	Uganda
518	2012-03-07 00:00:00.000	SUPA103	124	Direct	Unknown	23779	Rafael Fletcher	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
520	2012-03-06 00:00:00.000	PURA500	198	Online	Asia	23781	Buffy Heath	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Kyrgyzstan
522	2012-01-08 00:00:00.000	PURA100	127	Retail	Unknown	23783	Alice Lara	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
523	2012-02-26 00:00:00.000	PURA500	86	Online	Central America and the Caribbean	23784	Pascale Sanchez	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Saint Lucia
524	2012-02-01 00:00:00.000	PURA100	109	Online	Sub-Saharan Africa	23785	Emma Waller	PURA100	Pure Soft Detergent - 100ml	1.5	3	Uganda
525	2012-01-08 00:00:00.000	PURA500	194	Online	Europe	23786	Yen Graves	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Georgia
526	2012-02-16 00:00:00.000	PURA500	29	Online	Sub-Saharan Africa	23787	Selma Coffey	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Swaziland
528	2012-01-28 00:00:00.000	SUPA101	47	Online	Unknown	23789	Gray Moss	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
529	2012-02-05 00:00:00.000	SUPA104	114	Online	Central America and the Caribbean	23790	Sylvia Fry	SUPA104	Super Soft - 1 Litre	5	9.99	Jamaica
530	2012-02-05 00:00:00.000	SUPA103	33	Retail	Unknown	23791	Aileen Hunter	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
531	2012-02-03 00:00:00.000	PURA500	31	Online	Unknown	23792	Vincent Bauer	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
534	2012-02-02 00:00:00.000	PURA200	115	Online	Europe	23795	Ori Sparks	PURA200	Pure Soft Detergent - 200ml	2	3.99	Belgium
536	2012-03-21 00:00:00.000	PURA500	126	Online	Sub-Saharan Africa	23797	Lael Serrano	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Cape Verde
537	2012-02-28 00:00:00.000	SUPA105	177	Retail	Middle East and North Africa	23798	Blythe Simpson	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Jordan
538	2012-02-28 00:00:00.000	SUPA103	64	Online	Middle East and North Africa	23799	Yuli Jacobson	SUPA103	Super Soft - 500ml	3.5	6.99	Oman
539	2012-01-29 00:00:00.000	SUPA101	44	Retail	Sub-Saharan Africa	23800	Peter Goodwin	SUPA101	Super Soft - Product Sample	0.3	0	Burundi
540	2012-02-12 00:00:00.000	SUPA104	194	Retail	Middle East and North Africa	23801	Deirdre Mccullough	SUPA104	Super Soft - 1 Litre	5	9.99	Pakistan
541	2012-02-09 00:00:00.000	SUPA103	49	Retail	Sub-Saharan Africa	23802	Bruce French	SUPA103	Super Soft - 500ml	3.5	6.99	Eritrea
542	2012-01-19 00:00:00.000	SUPA105	209	Retail	Middle East and North Africa	23803	Mara Garcia	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Somalia
544	2012-01-18 00:00:00.000	SUPA101	130	Retail	Sub-Saharan Africa	23805	Callum Contreras	SUPA101	Super Soft - Product Sample	0.3	0	South Africa
546	2012-03-16 00:00:00.000	SUPA105	160	Retail	Middle East and North Africa	23807	Oliver Bullock	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Iraq
547	2012-01-14 00:00:00.000	SUPA105	179	Retail	Europe	23808	Nita Andrews	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	United Kingdom
548	2012-01-24 00:00:00.000	SUPA103	180	Retail	Asia	23809	Lucius Barton	SUPA103	Super Soft - 500ml	3.5	6.99	Uzbekistan
549	2012-03-27 00:00:00.000	SUPA105	171	Online	Unknown	23810	Josephine Oliver	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
551	2012-02-26 00:00:00.000	SUPA103	189	Online	Asia	23812	Elvis Watkins	SUPA103	Super Soft - 500ml	3.5	6.99	China
552	2012-01-25 00:00:00.000	PURA100	161	Direct	Unknown	23813	Vielka Leon	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
553	2012-03-16 00:00:00.000	SUPA105	150	Retail	Unknown	23814	Teagan Baird	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
554	2012-02-06 00:00:00.000	SUPA103	85	Online	Europe	23815	Rashad Clay	SUPA103	Super Soft - 500ml	3.5	6.99	Denmark
555	2012-03-23 00:00:00.000	SUPA104	85	Retail	Europe	23816	Wanda Guy	SUPA104	Super Soft - 1 Litre	5	9.99	Ireland
556	2012-02-28 00:00:00.000	SUPA102	58	Retail	Europe	23817	Michael Guthrie	SUPA102	Super Soft - 250ml	2.5	4.5	Moldova 
557	2012-01-12 00:00:00.000	PURA100	93	Direct	Sub-Saharan Africa	23818	Brennan Mcclain	PURA100	Pure Soft Detergent - 100ml	1.5	3	Nigeria
559	2012-03-29 00:00:00.000	PURA250	194	Online	Unknown	23820	Nicholas Singleton	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
560	2012-01-12 00:00:00.000	SUPA103	40	Retail	Central America and the Caribbean	23821	Thaddeus Vinson	SUPA103	Super Soft - 500ml	3.5	6.99	El Salvador
561	2012-02-11 00:00:00.000	PURA100	193	Online	Central America and the Caribbean	23822	Demetrius Watson	PURA100	Pure Soft Detergent - 100ml	1.5	3	Antigua and Barbuda 
564	2012-01-08 00:00:00.000	PURA500	182	Online	Unknown	23825	Reece Hodge	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
565	2012-03-04 00:00:00.000	PURA250	199	Retail	Europe	23826	Laith Charles	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Germany
566	2012-01-13 00:00:00.000	SUPA104	83	Online	Central America and the Caribbean	23827	Camden Rosa	SUPA104	Super Soft - 1 Litre	5	9.99	Guatemala
567	2012-03-25 00:00:00.000	SUPA101	115	Online	Unknown	23828	Marah Ashley	SUPA101	Super Soft - Product Sample	0.3	0	Unknown
569	2012-01-21 00:00:00.000	SUPA101	37	Retail	Middle East and North Africa	23830	Haley Collins	SUPA101	Super Soft - Product Sample	0.3	0	Oman
571	2012-01-02 00:00:00.000	PURA250	49	Retail	Sub-Saharan Africa	23832	Nita Monroe	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Swaziland
572	2012-03-19 00:00:00.000	SUPA103	74	Direct	Middle East and North Africa	23833	Hilary Schultz	SUPA103	Super Soft - 500ml	3.5	6.99	Qatar
573	2012-02-24 00:00:00.000	SUPA102	23	Retail	Unknown	23834	Hope Mcbride	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
574	2012-03-21 00:00:00.000	SUPA101	116	Online	Europe	23835	Quinlan Jensen	SUPA101	Super Soft - Product Sample	0.3	0	Ukraine
575	2012-03-25 00:00:00.000	SUPA105	190	Direct	Unknown	23836	Hamish Crawford	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
576	2012-02-19 00:00:00.000	SUPA103	151	Retail	Sub-Saharan Africa	23837	Lamar Rodriquez	SUPA103	Super Soft - 500ml	3.5	6.99	Guinea-Bissau
577	2012-03-17 00:00:00.000	SUPA102	133	Retail	Australia and Oceania	23838	Karina Riddle	SUPA102	Super Soft - 250ml	2.5	4.5	Tuvalu
578	2012-01-23 00:00:00.000	SUPA101	182	Online	Asia	23839	Hedwig Harvey	SUPA101	Super Soft - Product Sample	0.3	0	Indonesia
579	2012-02-01 00:00:00.000	SUPA103	203	Online	Unknown	23840	Noelle Buckley	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
580	2012-01-01 00:00:00.000	PURA200	170	Retail	Central America and the Caribbean	23841	Harriet Banks	PURA200	Pure Soft Detergent - 200ml	2	3.99	Grenada
582	2012-01-07 00:00:00.000	SUPA103	211	Online	Europe	23843	Burke Rojas	SUPA103	Super Soft - 500ml	3.5	6.99	Ukraine
584	2012-01-06 00:00:00.000	SUPA102	142	Retail	Unknown	23845	Cameron Schmidt	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
585	2012-03-08 00:00:00.000	PURA100	19	Online	Australia and Oceania	23846	Indira Collier	PURA100	Pure Soft Detergent - 100ml	1.5	3	Fiji
587	2012-01-27 00:00:00.000	SUPA104	62	Retail	Unknown	23848	Harlan Baxter	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
590	2012-02-17 00:00:00.000	PURA250	171	Direct	Unknown	23851	Eve Bentley	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Unknown
593	2012-01-27 00:00:00.000	PURA100	189	Retail	Unknown	23854	Hector Mcfadden	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
594	2012-01-18 00:00:00.000	PURA100	145	Retail	Unknown	23855	Madaline Briggs	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
595	2012-01-16 00:00:00.000	SUPA104	92	Online	Europe	23856	Vivian Garrett	SUPA104	Super Soft - 1 Litre	5	9.99	Estonia
596	2012-01-01 00:00:00.000	PURA100	45	Online	Asia	23857	Shelby Hendrix	PURA100	Pure Soft Detergent - 100ml	1.5	3	Maldives
598	2012-02-06 00:00:00.000	PURA500	185	Online	Sub-Saharan Africa	23859	Kelly Andrews	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Seychelles 
599	2012-02-01 00:00:00.000	SUPA102	161	Online	Sub-Saharan Africa	23860	Palmer Craft	SUPA102	Super Soft - 250ml	2.5	4.5	Liberia
601	2011-11-14 00:00:00.000	SUPA104	25	Online	Australia and Oceania	23862	Chastity Reynolds	SUPA104	Super Soft - 1 Litre	5	9.99	Nauru
602	2011-12-18 00:00:00.000	PURA100	184	Retail	Asia	23863	Sara Parrish	PURA100	Pure Soft Detergent - 100ml	1.5	3	Mongolia
605	2011-10-02 00:00:00.000	PURA200	69	Online	Sub-Saharan Africa	23866	Tatyana Ingram	PURA200	Pure Soft Detergent - 200ml	2	3.99	Gabon
606	2011-11-06 00:00:00.000	SUPA102	132	Retail	Unknown	23867	Elaine Le	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
607	2011-09-07 00:00:00.000	SUPA102	141	Online	Europe	23868	Azalia Riddle	SUPA102	Super Soft - 250ml	2.5	4.5	Belgium
609	2011-12-19 00:00:00.000	PURA200	210	Online	Unknown	23870	Forrest Hayes	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
610	2011-09-30 00:00:00.000	PURA250	152	Direct	Australia and Oceania	23871	Maggie Howard	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	New Zealand
611	2011-09-07 00:00:00.000	SUPA105	67	Online	Sub-Saharan Africa	23872	Colin Vazquez	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Botswana
612	2011-12-27 00:00:00.000	PURA200	41	Online	Australia and Oceania	23873	Leroy Russo	PURA200	Pure Soft Detergent - 200ml	2	3.99	Samoa 
613	2011-11-10 00:00:00.000	SUPA101	61	Online	Europe	23874	Marvin Oneil	SUPA101	Super Soft - Product Sample	0.3	0	Bosnia and Herzegovina
614	2011-09-19 00:00:00.000	PURA100	92	Online	Central America and the Caribbean	23875	Leah Kline	PURA100	Pure Soft Detergent - 100ml	1.5	3	Belize
615	2011-10-25 00:00:00.000	SUPA102	119	Direct	Unknown	23876	Mechelle Gutierrez	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
618	2011-09-10 00:00:00.000	PURA100	9	Online	Europe	23879	Savannah Everett	PURA100	Pure Soft Detergent - 100ml	1.5	3	Czech Republic
619	2011-09-05 00:00:00.000	SUPA102	96	Retail	Middle East and North Africa	23880	Burke Vinson	SUPA102	Super Soft - 250ml	2.5	4.5	Lebanon
620	2011-12-10 00:00:00.000	PURA200	104	Retail	Unknown	23881	Fitzgerald Fleming	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
621	2011-09-23 00:00:00.000	SUPA101	180	Online	Middle East and North Africa	23882	Drake Gibson	SUPA101	Super Soft - Product Sample	0.3	0	Iraq
622	2011-10-11 00:00:00.000	SUPA102	7	Online	Sub-Saharan Africa	23883	Odysseus Vaughn	SUPA102	Super Soft - 250ml	2.5	4.5	Burkina Faso
623	2011-11-30 00:00:00.000	SUPA103	109	Online	Sub-Saharan Africa	23884	Arden Atkinson	SUPA103	Super Soft - 500ml	3.5	6.99	Guinea
624	2011-09-27 00:00:00.000	SUPA101	146	Online	Europe	23885	Leigh Schultz	SUPA101	Super Soft - Product Sample	0.3	0	Italy
625	2011-10-18 00:00:00.000	SUPA103	141	Direct	Europe	23886	Brielle Roberson	SUPA103	Super Soft - 500ml	3.5	6.99	Poland
626	2011-11-20 00:00:00.000	PURA200	201	Retail	Middle East and North Africa	23887	Adam Blackburn	PURA200	Pure Soft Detergent - 200ml	2	3.99	Lebanon
627	2011-10-03 00:00:00.000	SUPA105	132	Online	Middle East and North Africa	23888	Hop Gomez	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Qatar
628	2011-12-20 00:00:00.000	SUPA103	148	Retail	Unknown	23889	Laith Conley	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
629	2011-10-16 00:00:00.000	PURA500	184	Retail	Europe	23890	Astra Terry	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Armenia
630	2011-11-27 00:00:00.000	PURA500	197	Retail	Middle East and North Africa	23891	Tucker Hudson	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Azerbaijan
632	2011-09-16 00:00:00.000	SUPA105	46	Direct	Sub-Saharan Africa	23893	Barclay Guerrero	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Sierra Leone
633	2011-12-01 00:00:00.000	SUPA101	104	Retail	Sub-Saharan Africa	23894	Talon Boyer	SUPA101	Super Soft - Product Sample	0.3	0	Niger
634	2011-11-11 00:00:00.000	PURA100	197	Online	Europe	23895	Rudyard Chan	PURA100	Pure Soft Detergent - 100ml	1.5	3	Sweden
635	2011-09-11 00:00:00.000	SUPA102	3	Retail	Europe	23896	Lyle Lawson	SUPA102	Super Soft - 250ml	2.5	4.5	Andorra
637	2011-11-10 00:00:00.000	SUPA103	127	Online	Middle East and North Africa	23898	Karina Contreras	SUPA103	Super Soft - 500ml	3.5	6.99	Kuwait
638	2011-12-22 00:00:00.000	SUPA101	178	Direct	Europe	23899	Garrett Burnett	SUPA101	Super Soft - Product Sample	0.3	0	Poland
639	2011-12-18 00:00:00.000	PURA200	54	Retail	Unknown	23900	Tana Velasquez	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
640	2011-09-27 00:00:00.000	PURA100	169	Online	Unknown	23901	Jasper Shannon	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
642	2011-09-20 00:00:00.000	SUPA102	2	Retail	Europe	23903	Dillon Carlson	SUPA102	Super Soft - 250ml	2.5	4.5	Italy
643	2011-11-19 00:00:00.000	PURA250	149	Retail	Australia and Oceania	23904	Dean Galloway	PURA250	Pure Soft Detergent - 250ml	2.3	4.5	Solomon Islands
644	2011-12-06 00:00:00.000	PURA500	56	Retail	Unknown	23905	Rogan Best	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
646	2011-12-03 00:00:00.000	SUPA101	162	Online	Asia	23907	Zelda Dickson	SUPA101	Super Soft - Product Sample	0.3	0	Singapore
648	2011-10-28 00:00:00.000	SUPA103	66	Online	Middle East and North Africa	23909	Cassady Scott	SUPA103	Super Soft - 500ml	3.5	6.99	Qatar
649	2011-10-21 00:00:00.000	SUPA105	82	Online	Asia	23910	Zena Miranda	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Kyrgyzstan
650	2011-10-30 00:00:00.000	PURA100	180	Online	Central America and the Caribbean	23911	Sandra Rios	PURA100	Pure Soft Detergent - 100ml	1.5	3	Costa Rica
651	2011-12-05 00:00:00.000	SUPA104	39	Online	Middle East and North Africa	23912	Chaney Myers	SUPA104	Super Soft - 1 Litre	5	9.99	Kuwait
652	2011-10-26 00:00:00.000	SUPA102	6	Online	Unknown	23913	Eve Gill	SUPA102	Super Soft - 250ml	2.5	4.5	Unknown
654	2011-11-03 00:00:00.000	SUPA101	134	Retail	Asia	23915	Janna Sears	SUPA101	Super Soft - Product Sample	0.3	0	Uzbekistan
656	2011-10-25 00:00:00.000	SUPA105	106	Online	Europe	23917	Shellie Dean	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Spain
657	2011-09-04 00:00:00.000	PURA200	204	Direct	Asia	23918	Ian Mcdaniel	PURA200	Pure Soft Detergent - 200ml	2	3.99	Kazakhstan
658	2011-09-08 00:00:00.000	PURA100	120	Retail	Unknown	23919	Desiree Booth	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
659	2011-12-05 00:00:00.000	PURA500	196	Online	Asia	23920	Erica Vargas	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Cambodia
661	2011-12-01 00:00:00.000	SUPA103	159	Online	Asia	23922	Brynn Avila	SUPA103	Super Soft - 500ml	3.5	6.99	Myanmar
664	2011-12-24 00:00:00.000	SUPA101	118	Online	Australia and Oceania	23925	Deanna Kelley	SUPA101	Super Soft - Product Sample	0.3	0	Nauru
665	2011-12-27 00:00:00.000	SUPA105	152	Online	Sub-Saharan Africa	23926	Fletcher Savage	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Swaziland
667	2011-12-29 00:00:00.000	SUPA103	74	Retail	Asia	23928	Maisie Witt	SUPA103	Super Soft - 500ml	3.5	6.99	Malaysia
668	2011-10-05 00:00:00.000	SUPA104	47	Retail	Unknown	23929	Illana Mccall	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
669	2011-10-30 00:00:00.000	PURA200	189	Retail	Sub-Saharan Africa	23930	Katelyn Finley	PURA200	Pure Soft Detergent - 200ml	2	3.99	Comoros
670	2011-09-14 00:00:00.000	PURA200	138	Online	Middle East and North Africa	23931	Merritt Sosa	PURA200	Pure Soft Detergent - 200ml	2	3.99	Kuwait
672	2011-12-25 00:00:00.000	SUPA104	208	Online	Europe	23933	Kenneth Bolton	SUPA104	Super Soft - 1 Litre	5	9.99	Hungary
673	2011-11-02 00:00:00.000	PURA100	166	Online	Australia and Oceania	23934	Knox Fox	PURA100	Pure Soft Detergent - 100ml	1.5	3	Solomon Islands
674	2011-10-19 00:00:00.000	SUPA103	17	Retail	Unknown	23935	Colton Briggs	SUPA103	Super Soft - 500ml	3.5	6.99	Unknown
675	2011-10-29 00:00:00.000	SUPA102	195	Online	Central America and the Caribbean	23936	Felicia Alvarez	SUPA102	Super Soft - 250ml	2.5	4.5	Haiti
677	2011-10-31 00:00:00.000	SUPA105	45	Retail	Middle East and North Africa	23938	Jennifer Montgomery	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Saudi Arabia
679	2011-11-11 00:00:00.000	PURA100	131	Direct	Europe	23940	Lara Rogers	PURA100	Pure Soft Detergent - 100ml	1.5	3	Hungary
680	2011-09-13 00:00:00.000	SUPA102	54	Online	Australia and Oceania	23941	Autumn Brock	SUPA102	Super Soft - 250ml	2.5	4.5	Australia
681	2011-12-03 00:00:00.000	SUPA105	117	Online	Unknown	23942	Fitzgerald Gray	SUPA105	Super Soft Bulk - 2 Litres	8	14.5	Unknown
684	2011-11-11 00:00:00.000	PURA500	183	Direct	Europe	23945	Audrey Wiggins	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Poland
686	2011-12-26 00:00:00.000	SUPA102	113	Direct	Europe	23947	Rebekah Farley	SUPA102	Super Soft - 250ml	2.5	4.5	Netherlands
687	2011-11-14 00:00:00.000	PURA100	170	Online	Asia	23948	Olympia Contreras	PURA100	Pure Soft Detergent - 100ml	1.5	3	Sri Lanka
689	2011-12-02 00:00:00.000	PURA200	93	Online	Unknown	23950	Wendy Norris	PURA200	Pure Soft Detergent - 200ml	2	3.99	Unknown
690	2011-12-29 00:00:00.000	PURA500	10	Online	Australia and Oceania	23951	Sasha Morton	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Samoa 
691	2011-11-27 00:00:00.000	PURA500	81	Retail	Unknown	23952	Kevin Schwartz	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
692	2011-09-06 00:00:00.000	PURA100	164	Retail	Unknown	23953	Ferdinand Holder	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
693	2011-10-25 00:00:00.000	PURA100	106	Retail	Middle East and North Africa	23954	Sarah Leblanc	PURA100	Pure Soft Detergent - 100ml	1.5	3	Morocco
694	2011-10-26 00:00:00.000	PURA200	26	Retail	Europe	23955	Ethan Colon	PURA200	Pure Soft Detergent - 200ml	2	3.99	Ukraine
696	2011-10-26 00:00:00.000	SUPA101	81	Online	Australia and Oceania	23957	Lana Hunter	SUPA101	Super Soft - Product Sample	0.3	0	Australia
698	2011-12-04 00:00:00.000	SUPA101	148	Online	Middle East and North Africa	23959	Buffy Powers	SUPA101	Super Soft - Product Sample	0.3	0	Oman
699	2011-09-24 00:00:00.000	SUPA104	78	Retail	Unknown	23960	Brennan Lee	SUPA104	Super Soft - 1 Litre	5	9.99	Unknown
701	2011-09-28 00:00:00.000	PURA500	17	Retail	Sub-Saharan Africa	23962	Mollie Chaney	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Cameroon
702	2011-12-29 00:00:00.000	PURA500	145	Online	Unknown	23963	Mikayla Randall	PURA500	Pure Soft Detergent - 500ml	3.5	6.5	Unknown
703	2011-10-23 00:00:00.000	PURA100	141	Retail	Unknown	23964	Ruth Mathews	PURA100	Pure Soft Detergent - 100ml	1.5	3	Unknown
705	2011-11-08 00:00:00.000	SUPA103	167	Online	Sub-Saharan Africa	23966	Sonya Shaw	SUPA103	Super Soft - 500ml	3.5	6.99	Sao Tome and Principe
706	2011-09-17 00:00:00.000	SUPA104	143	Retail	Central America and the Caribbean	23967	Hedy Murray	SUPA104	Super Soft - 1 Litre	5	9.99	Dominican Republic
708	2011-12-05 00:00:00.000	PURA100	124	Retail	Central America and the Caribbean	23969	Buffy Moore	PURA100	Pure Soft Detergent - 100ml	1.5	3	Nicaragua
